FEEDBACK 1
70.768, 10.015
94.425, 5.215
79.93, 1.894
70.966, 7.213
87.701, 6.031
89.021, 5.313
88.294, 7.47
88.933, 8.223
68.637, 2.918
78.737, 3.599
88.752, 4.248
91.339, 5.194
84.46, 6.118
79.862, 4.193

FEEDBACK 0
94.425, 5.215
79.93, 1.894
75.501, 4.196
95.324, 7.384
93.541, 10.033
84.048, 7.663
82.153, 5.198
62.796, 6.809
84.648, 9.039
84.27, 8.63
85.062, 6.783
81.44, 5.612
91.912, 9.985
94.982, 8.049
